Postcode,Gemeente,Hoofdgemeente,Begindatum geldigheid,Einddatum geldigheid,INS Code
3960,Tongerlo (Limb.),Bree,01/01/1900,31/12/9999,72004
3970,Leopoldsburg,Leopoldsburg,01/01/1900,31/12/9999,71034
3971,Heppen,Leopoldsburg,01/01/1900,31/12/9999,71034
3980,Tessenderlo,Tessenderlo,01/01/1900,31/12/9999,71057
3990,Grote-Brogel,Peer,01/01/1900,31/12/9999,72030
3990,Kleine-Brogel,Peer,01/01/1900,31/12/9999,72030
3990,Peer,Peer,01/01/1900,31/12/9999,72030
3990,Wijchmaal,Peer,01/01/1900,31/12/9999,72030
4000,Glain,Luik,01/01/1900,31/12/9999,62063
4000,Luik,Luik,01/01/1900,31/12/9999,62063
4000,Rocourt,Luik,01/01/1900,31/12/9999,62063
4020,Bressoux,Luik,01/01/1900,31/12/9999,62063
4020,Jupille-sur-Meuse,Luik,01/01/1900,31/12/9999,62063
4020,Luik,Luik,01/01/1900,31/12/9999,62063
4020,Wandre,Luik,01/01/1900,31/12/9999,62063
4030,Grivegnée,Luik,01/01/1900,31/12/9999,62063
4030,Luik,Luik,01/01/1900,31/12/9999,62063
4031,Angleur,Luik,01/01/1900,31/12/9999,62063
4032,Chênée,Luik,01/01/1900,31/12/9999,62063
4040,Herstal,Herstal,01/01/1900,31/12/9999,62051
4041,Milmort,Herstal,01/01/1900,31/12/9999,62051
4041,Vottem,Herstal,01/01/1900,31/12/9999,62051
4042,Liers,Herstal,01/01/1900,31/12/9999,62051
4050,Chaudfontaine,Chaudfontaine,01/01/1900,31/12/9999,62022
4051,Vaux-sous-Chèvremont,Chaudfontaine,01/01/1900,31/12/9999,62022
4052,Beaufays,Chaudfontaine,01/01/1900,31/12/9999,62022
4053,Embourg,Chaudfontaine,01/01/1900,31/12/9999,62022
4090,BSD (Belg. Strijdkr. Duitsl.),,01/01/1900,31/12/9999,
4100,Boncelles,Seraing,01/01/1900,31/12/9999,62096
4100,Seraing,Seraing,01/01/1900,31/12/9999,62096
4101,Jemeppe-sur-Meuse,Seraing,01/01/1900,31/12/9999,62096
4102,Ougrée,Seraing,01/01/1900,31/12/9999,62096
4120,Ehein,Neupré,01/01/1900,31/12/9999,62121
4120,Neupré,Neupré,01/01/1900,31/12/9999,62121
4120,Rotheux-Rimière,Neupré,01/01/1900,31/12/9999,62121
4121,Neuville-en-Condroz,Neupré,01/01/1900,31/12/9999,62121
4122,Plainevaux,Neupré,01/01/1900,31/12/9999,62121
4130,Esneux,Esneux,01/01/1900,31/12/9999,62032
4130,Tilff,Esneux,01/01/1900,31/12/9999,62032
4140,Dolembreux,Sprimont,01/01/1900,31/12/9999,62100
4140,Gomzé-Andoumont,Sprimont,01/01/1900,31/12/9999,62100
4140,Rouvreux,Sprimont,01/01/1900,31/12/9999,62100
4140,Sprimont,Sprimont,01/01/1900,31/12/9999,62100
4141,Louveigné,Sprimont,01/01/1900,31/12/9999,62100
4160,Anthisnes,Anthisnes,01/01/1900,31/12/9999,61079
4161,Villers-aux-Tours,Anthisnes,01/01/1900,31/12/9999,61079
4162,Hody,Anthisnes,01/01/1900,31/12/9999,61079
4163,Tavier,Anthisnes,01/01/1900,31/12/9999,61079
4170,Comblain-au-Pont,Comblain-au-Pont,01/01/1900,31/12/9999,62026
4171,Poulseur,Comblain-au-Pont,01/01/1900,31/12/9999,62026
4180,Comblain-Fairon,Hamoir,01/01/1900,31/12/9999,61024
4180,Comblain-la-Tour,Hamoir,01/01/1900,31/12/9999,61024
4180,Hamoir,Hamoir,01/01/1900,31/12/9999,61024
4181,Filot,Hamoir,01/01/1900,31/12/9999,61024
4190,Ferrières,Ferrières,01/01/1900,31/12/9999,61019
4190,My,Ferrières,01/01/1900,31/12/9999,61019
4190,Vieuxville,Ferrières,01/01/1900,31/12/9999,61019
4190,Werbomont,Ferrières,01/01/1900,31/12/9999,61019
4190,Xhoris,Ferrières,01/01/1900,31/12/9999,61019
4210,Burdinne,Burdinne,01/01/1900,31/12/9999,61010
4210,Hannêche,Burdinne,01/01/1900,31/12/9999,61010
4210,Lamontzée,Burdinne,01/01/1900,31/12/9999,61010
4210,Marneffe,Burdinne,01/01/1900,31/12/9999,61010
4210,Oteppe,Burdinne,01/01/1900,31/12/9999,61010
4217,Héron,Héron,01/01/1900,31/12/9999,61028
4217,Lavoir,Héron,01/01/1900,31/12/9999,61028
4217,Waret-l'Evêque,Héron,01/01/1900,31/12/9999,61028
4218,Couthuin,Héron,01/01/1900,31/12/9999,61028
4219,Acosse,Wasseiges,01/01/1900,31/12/9999,64075
4219,Ambresin,Wasseiges,01/01/1900,31/12/9999,64075
4219,Meeffe,Wasseiges,01/01/1900,31/12/9999,64075
4219,Wasseiges,Wasseiges,01/01/1900,31/12/9999,64075
4250,Boëlhe,Geer,01/01/1900,31/12/9999,64029
4250,Geer,Geer,01/01/1900,31/12/9999,64029
4250,Hollogne-sur-Geer,Geer,01/01/1900,31/12/9999,64029
4250,Lens-Saint-Servais,Geer,01/01/1900,31/12/9999,64029
4252,Omal,Geer,01/01/1900,31/12/9999,64029
4253,Darion,Geer,01/01/1900,31/12/9999,64029
4254,Ligney,Geer,01/01/1900,31/12/9999,64029
4257,Berloz,Berloz,01/01/1900,31/12/9999,64008
4257,Corswarem,Berloz,01/01/1900,31/12/9999,64008
4257,Rosoux-Crenwick,Berloz,01/01/1900,31/12/9999,64008
4260,Avennes,Braives,01/01/1900,31/12/9999,64015
4260,Braives,Braives,01/01/1900,31/12/9999,64015
4260,Ciplet,Braives,01/01/1900,31/12/9999,64015
4260,Fallais,Braives,01/01/1900,31/12/9999,64015
4260,Fumal,Braives,01/01/1900,31/12/9999,64015
4260,Ville-en-Hesbaye,Braives,01/01/1900,31/12/9999,64015
4261,Latinne,Braives,01/01/1900,31/12/9999,64015
4263,Tourinne (Lg.),Braives,01/01/1900,31/12/9999,64015
4280,Abolens,Hannuit,01/01/1900,31/12/9999,64034
4280,Avernas-le-Bauduin,Hannuit,01/01/1900,31/12/9999,64034
4280,Avin,Hannuit,01/01/1900,31/12/9999,64034
4280,Bertrée,Hannuit,01/01/1900,31/12/9999,64034
4280,Blehen,Hannuit,01/01/1900,31/12/9999,64034
4280,Cras-Avernas,Hannuit,01/01/1900,31/12/9999,64034
4280,Crehen,Hannuit,01/01/1900,31/12/9999,64034
4280,Grand-Hallet,Hannuit,01/01/1900,31/12/9999,64034
4280,Hannuit,Hannuit,01/01/1900,31/12/9999,64034
4280,Lens-Saint-Remy,Hannuit,01/01/1900,31/12/9999,64034
4280,Merdorp,Hannuit,01/01/1900,31/12/9999,64034
4280,Moxhe,Hannuit,01/01/1900,31/12/9999,64034
4280,Petit-Hallet,Hannuit,01/01/1900,31/12/9999,64034
4280,Poucet,Hannuit,01/01/1900,31/12/9999,64034
4280,Thisnes,Hannuit,01/01/1900,31/12/9999,64034
4280,Trognée,Hannuit,01/01/1900,31/12/9999,64034
4280,Villers-le-Peuplier,Hannuit,01/01/1900,31/12/9999,64034
4280,Wansin,Hannuit,01/01/1900,31/12/9999,64034
4287,Lijsem,Lijsem,01/01/1900,31/12/9999,64047
4287,Pellaines,Lijsem,01/01/1900,31/12/9999,64047
4287,Racour,Lijsem,01/01/1900,31/12/9999,64047
4300,Bettincourt,Borgworm,01/01/1900,31/12/9999,64074
4300,Bleret,Borgworm,01/01/1900,31/12/9999,64074
4300,Borgworm,Borgworm,01/01/1900,31/12/9999,64074
4300,Bovenistier,Borgworm,01/01/1900,31/12/9999,64074
4300,Grand-Axhe,Borgworm,01/01/1900,31/12/9999,64074
4300,Lantremange,Borgworm,01/01/1900,31/12/9999,64074
4300,Oleye,Borgworm,01/01/1900,31/12/9999,64074
4317,Aineffe,Faimes,01/01/1900,31/12/9999,64076
4317,Borlez,Faimes,01/01/1900,31/12/9999,64076
4317,Celles (Lg.),Faimes,01/01/1900,31/12/9999,64076
4317,Faimes,Faimes,01/01/1900,31/12/9999,64076
4317,Les Waleffes,Faimes,01/01/1900,31/12/9999,64076
4317,Viemme,Faimes,01/01/1900,31/12/9999,64076
4340,Awans,Awans,01/01/1900,31/12/9999,62006
4340,Fooz,Awans,01/01/1900,31/12/9999,62006
4340,Othée,Awans,01/01/1900,31/12/9999,62006
4340,Villers-l'Evêque,Awans,01/01/1900,31/12/9999,62006
4342,Hognoul,Awans,01/01/1900,31/12/9999,62006
4347,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher,01/01/1900,31/12/9999,64025
4347,Freloux,Fexhe-le-Haut-Clocher,01/01/1900,31/12/9999,64025
4347,Noville (Lg.),Fexhe-le-Haut-Clocher,01/01/1900,31/12/9999,64025
4347,Roloux,Fexhe-le-Haut-Clocher,01/01/1900,31/12/9999,64025
4347,Voroux-Goreux,Fexhe-le-Haut-Clocher,01/01/1900,31/12/9999,64025
4350,Lamine,Remicourt,01/01/1900,31/12/9999,64063
4350,Momalle,Remicourt,01/01/1900,31/12/9999,64063
4350,Pousset,Remicourt,01/01/1900,31/12/9999,64063
4350,Remicourt,Remicourt,01/01/1900,31/12/9999,64063
4351,Hodeige,Remicourt,01/01/1900,31/12/9999,64063
4357,Donceel,Donceel,01/01/1900,31/12/9999,64023
4357,Haneffe,Donceel,01/01/1900,31/12/9999,64023
4357,Jeneffe (Lg.),Donceel,01/01/1900,31/12/9999,64023
4357,Limont,Donceel,01/01/1900,31/12/9999,64023
4360,Bergilers,Oreye,01/01/1900,31/12/9999,64056
4360,Grandville,Oreye,01/01/1900,31/12/9999,64056
4360,Lens-sur-Geer,Oreye,01/01/1900,31/12/9999,64056
4360,Oreye,Oreye,01/01/1900,31/12/9999,64056
4360,Otrange,Oreye,01/01/1900,31/12/9999,64056
4367,Crisnée,Crisnée,01/01/1900,31/12/9999,64021
4367,Fize-le-Marsal,Crisnée,01/01/1900,31/12/9999,64021
4367,Kemexhe,Crisnée,01/01/1900,31/12/9999,64021
4367,Odeur,Crisnée,01/01/1900,31/12/9999,64021
4367,Thys,Crisnée,01/01/1900,31/12/9999,64021
4400,Awirs,Flémalle,01/01/1900,31/12/9999,62120
4400,Chokier,Flémalle,01/01/1900,31/12/9999,62120
4400,Flémalle,Flémalle,01/01/1900,31/12/9999,62120
4400,Flémalle-Grande,Flémalle,01/01/1900,31/12/9999,62120
4400,Flémalle-Haute,Flémalle,01/01/1900,31/12/9999,62120
4400,Gleixhe,Flémalle,01/01/1900,31/12/9999,62120
4400,Ivoz-Ramet,Flémalle,01/01/1900,31/12/9999,62120
4400,Mons-lez-Liège,Flémalle,01/01/1900,31/12/9999,62120
4420,Montegnée,Saint-Nicolas (Lg.),01/01/1900,31/12/9999,62093
4420,Saint-Nicolas (Lg.),Saint-Nicolas (Lg.),01/01/1900,31/12/9999,62093
4420,Tilleur,Saint-Nicolas (Lg.),01/01/1900,31/12/9999,62093
4430,Ans,Ans,01/01/1900,31/12/9999,62003
4431,Loncin,Ans,01/01/1900,31/12/9999,62003
4432,Alleur,Ans,01/01/1900,31/12/9999,62003
4432,Xhendremael,Ans,01/01/1900,31/12/9999,62003
4450,Juprelle,Juprelle,01/01/1900,31/12/9999,62060
4450,Lantin,Juprelle,01/01/1900,31/12/9999,62060
4450,Slins,Juprelle,01/01/1900,31/12/9999,62060
4451,Voroux-lez-Liers,Juprelle,01/01/1900,31/12/9999,62060
4452,Paifve,Juprelle,01/01/1900,31/12/9999,62060
4452,Wihogne,Juprelle,01/01/1900,31/12/9999,62060
4453,Villers-Saint-Siméon,Juprelle,01/01/1900,31/12/9999,62060
4458,Fexhe-Slins,Juprelle,01/01/1900,31/12/9999,62060
4460,Bierset,Grâce-Hollogne,01/01/1900,31/12/9999,62118
4460,Grâce-Berleur,Grâce-Hollogne,01/01/1900,31/12/9999,62118
4460,Grâce-Hollogne,Grâce-Hollogne,01/01/1900,31/12/9999,62118
4460,Hollogne-aux-Pierres,Grâce-Hollogne,01/01/1900,31/12/9999,62118
4460,Horion-Hozémont,Grâce-Hollogne,01/01/1900,31/12/9999,62118
4460,Velroux,Grâce-Hollogne,01/01/1900,31/12/9999,62118
4470,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse,01/01/1900,31/12/9999,64065
4480,Clermont-sous-Huy,Engis,01/01/1900,31/12/9999,61080
4480,Engis,Engis,01/01/1900,31/12/9999,61080
4480,Hermalle-sous-Huy,Engis,01/01/1900,31/12/9999,61080
4500,Ben-Ahin,Hoei,01/01/1900,31/12/9999,61031
4500,Hoei,Hoei,01/01/1900,31/12/9999,61031
4500,Tihange,Hoei,01/01/1900,31/12/9999,61031
4520,Antheit,Wanze,01/01/1900,31/12/9999,61072
4520,Bas-Oha,Wanze,01/01/1900,31/12/9999,61072
4520,Huccorgne,Wanze,01/01/1900,31/12/9999,61072
4520,Moha,Wanze,01/01/1900,31/12/9999,61072
4520,Vinalmont,Wanze,01/01/1900,31/12/9999,61072
4520,Wanze,Wanze,01/01/1900,31/12/9999,61072
4530,Fize-Fontaine,Villers-le-Bouillet,01/01/1900,31/12/9999,61068
4530,Vaux-et-Borset,Villers-le-Bouillet,01/01/1900,31/12/9999,61068
4530,Vieux-Waleffe,Villers-le-Bouillet,01/01/1900,31/12/9999,61068
4530,Villers-le-Bouillet,Villers-le-Bouillet,01/01/1900,31/12/9999,61068
4530,Warnant-Dreye,Villers-le-Bouillet,01/01/1900,31/12/9999,61068
4537,Chapon-Seraing,Verlaine,01/01/1900,31/12/9999,61063
4537,Seraing-le-Château,Verlaine,01/01/1900,31/12/9999,61063
4537,Verlaine,Verlaine,01/01/1900,31/12/9999,61063
4540,Amay,Amay,01/01/1900,31/12/9999,61003
4540,Ampsin,Amay,01/01/1900,31/12/9999,61003
4540,Flône,Amay,01/01/1900,31/12/9999,61003
4540,Jehay,Amay,01/01/1900,31/12/9999,61003
4540,Ombret,Amay,01/01/1900,31/12/9999,61003
4550,Nandrin,Nandrin,01/01/1900,31/12/9999,61043
4550,Saint-Séverin,Nandrin,01/01/1900,31/12/9999,61043
4550,Villers-le-Temple,Nandrin,01/01/1900,31/12/9999,61043
4550,Yernée-Fraineux,Nandrin,01/01/1900,31/12/9999,61043
4557,Abée,Tinlot,01/01/1900,31/12/9999,61081
4557,Fraiture,Tinlot,01/01/1900,31/12/9999,61081
4557,Ramelot,Tinlot,01/01/1900,31/12/9999,61081
4557,Seny,Tinlot,01/01/1900,31/12/9999,61081
4557,Soheit-Tinlot,Tinlot,01/01/1900,31/12/9999,61081
4557,Tinlot,Tinlot,01/01/1900,31/12/9999,61081
4560,Bois-et-Borsu,Clavier,01/01/1900,31/12/9999,61012
4560,Clavier,Clavier,01/01/1900,31/12/9999,61012
4560,Les Avins,Clavier,01/01/1900,31/12/9999,61012
4560,Ocquier,Clavier,01/01/1900,31/12/9999,61012
4560,Pailhe,Clavier,01/01/1900,31/12/9999,61012
4560,Terwagne,Clavier,01/01/1900,31/12/9999,61012
4570,Marchin,Marchin,01/01/1900,31/12/9999,61039
4570,Vyle-et-Tharoul,Marchin,01/01/1900,31/12/9999,61039
4577,Modave,Modave,01/01/1900,31/12/9999,61041
4577,Outrelouxhe,Modave,01/01/1900,31/12/9999,61041
4577,Strée-lez-Huy,Modave,01/01/1900,31/12/9999,61041
4577,Vierset-Barse,Modave,01/01/1900,31/12/9999,61041
4590,Ellemelle,Ouffet,01/01/1900,31/12/9999,61048
4590,Ouffet,Ouffet,01/01/1900,31/12/9999,61048
4590,Warzée,Ouffet,01/01/1900,31/12/9999,61048
4600,Lanaye,Wezet,01/01/1900,31/12/9999,62108
4600,Lixhe,Wezet,01/01/1900,31/12/9999,62108
4600,Richelle,Wezet,01/01/1900,31/12/9999,62108
4600,Wezet,Wezet,01/01/1900,31/12/9999,62108
4601,Argenteau,Wezet,01/01/1900,31/12/9999,62108
4602,Cheratte,Wezet,01/01/1900,31/12/9999,62108
4606,Saint-André,Dalhem,01/01/1900,31/12/9999,62027
4607,Berneau,Dalhem,01/01/1900,31/12/9999,62027
4607,Bombaye,Dalhem,01/01/1900,31/12/9999,62027
4607,Dalhem,Dalhem,01/01/1900,31/12/9999,62027
4607,Feneur,Dalhem,01/01/1900,31/12/9999,62027
4607,Mortroux,Dalhem,01/01/1900,31/12/9999,62027
4608,Neufchâteau (Lg.),Dalhem,01/01/1900,31/12/9999,62027
4608,Warsage,Dalhem,01/01/1900,31/12/9999,62027
4610,Bellaire,Beyne-Heusay,01/01/1900,31/12/9999,62015
4610,Beyne-Heusay,Beyne-Heusay,01/01/1900,31/12/9999,62015
4610,Queue-du-Bois,Beyne-Heusay,01/01/1900,31/12/9999,62015
4620,Fléron,Fléron,01/01/1900,31/12/9999,62038
4621,Retinne,Fléron,01/01/1900,31/12/9999,62038
4623,Magnée,Fléron,01/01/1900,31/12/9999,62038
4624,Romsée,Fléron,01/01/1900,31/12/9999,62038
4630,Ayeneux,Soumagne,01/01/1900,31/12/9999,62099
4630,Micheroux,Soumagne,01/01/1900,31/12/9999,62099
4630,Soumagne,Soumagne,01/01/1900,31/12/9999,62099
4630,Tignée,Soumagne,01/01/1900,31/12/9999,62099
4631,Evegnée,Soumagne,01/01/1900,31/12/9999,62099
4632,Cérexhe-Heuseux,Soumagne,01/01/1900,31/12/9999,62099
4633,Melen,Soumagne,01/01/1900,31/12/9999,62099
4650,Chaineux,Herve,01/01/1900,31/12/9999,63035
4650,Grand-Rechain,Herve,01/01/1900,31/12/9999,63035
4650,Herve,Herve,01/01/1900,31/12/9999,63035
4650,Julémont,Herve,01/01/1900,31/12/9999,63035
4651,Battice,Herve,01/01/1900,31/12/9999,63035
4652,Xhendelesse,Herve,01/01/1900,31/12/9999,63035
4653,Bolland,Herve,01/01/1900,31/12/9999,63035
4654,Charneux,Herve,01/01/1900,31/12/9999,63035
4670,Blégny,Blégny,01/01/1900,31/12/9999,62119
4670,Mortier,Blégny,01/01/1900,31/12/9999,62119
4670,Trembleur,Blégny,01/01/1900,31/12/9999,62119
4671,Barchon,Blégny,01/01/1900,31/12/9999,62119
4671,Housse,Blégny,01/01/1900,31/12/9999,62119
4671,Saive,Blégny,01/01/1900,31/12/9999,62119
4672,Saint-Remy (Lg.),Blégny,01/01/1900,31/12/9999,62119
4680,Hermée,Oupeye,01/01/1900,31/12/9999,62079
4680,Oupeye,Oupeye,01/01/1900,31/12/9999,62079
4681,Hermalle-sous-Argenteau,Oupeye,01/01/1900,31/12/9999,62079
4682,Heure-le-Romain,Oupeye,01/01/1900,31/12/9999,62079
4682,Houtain-Saint-Siméon,Oupeye,01/01/1900,31/12/9999,62079
4683,Vivegnis,Oupeye,01/01/1900,31/12/9999,62079
4684,Haccourt,Oupeye,01/01/1900,31/12/9999,62079
4690,Bitsingen,Bitsingen,01/01/1900,31/12/9999,62011
4690,Boirs,Bitsingen,01/01/1900,31/12/9999,62011
4690,Eben-Emael,Bitsingen,01/01/1900,31/12/9999,62011
4690,Glons,Bitsingen,01/01/1900,31/12/9999,62011
4690,Roclenge-sur-Geer,Bitsingen,01/01/1900,31/12/9999,62011
4690,Wonck,Bitsingen,01/01/1900,31/12/9999,62011
4700,Eupen,Eupen,01/01/1900,31/12/9999,63023
4701,Kettenis,Eupen,01/01/1900,31/12/9999,63023
4710,Lontzen,Lontzen,01/01/1900,31/12/9999,63048
4711,Walhorn,Lontzen,01/01/1900,31/12/9999,63048
4720,Kelmis,Kelmis,01/01/1900,31/12/9999,63040
4721,Neu-Moresnet,Kelmis,01/01/1900,31/12/9999,63040
4728,Hergenrath,Kelmis,01/01/1900,31/12/9999,63040
4730,Hauset,Raeren,01/01/1900,31/12/9999,63061
4730,Raeren,Raeren,01/01/1900,31/12/9999,63061
4731,Eynatten,Raeren,01/01/1900,31/12/9999,63061
4750,Butgenbach,Butgenbach,01/01/1900,31/12/9999,63013
4750,Elsenborn,Butgenbach,01/01/1900,31/12/9999,63013
4760,Büllingen,Büllingen,01/01/1900,31/12/9999,63012
4760,Manderfeld,Büllingen,01/01/1900,31/12/9999,63012
4761,Rocherath,Büllingen,01/01/1900,31/12/9999,63012
4770,Amel,Amel,01/01/1900,31/12/9999,63001
4770,Meyerode,Amel,01/01/1900,31/12/9999,63001
4771,Heppenbach,Amel,01/01/1900,31/12/9999,63001
4780,Recht,Sankt Vith,01/01/1900,31/12/9999,63067
4780,Sankt Vith,Sankt Vith,01/01/1900,31/12/9999,63067
4782,Schoenberg,Sankt Vith,01/01/1900,31/12/9999,63067
4783,Lommersweiler,Sankt Vith,01/01/1900,31/12/9999,63067
4784,Crombach,Sankt Vith,01/01/1900,31/12/9999,63067
4790,Burg-Reuland,Burg-Reuland,01/01/1900,31/12/9999,63087
4790,Reuland,Burg-Reuland,01/01/1900,31/12/9999,63087
4791,Thommen,Burg-Reuland,01/01/1900,31/12/9999,63087
4800,Ensival,Verviers,01/01/1900,31/12/9999,63079
4800,Lambermont,Verviers,01/01/1900,31/12/9999,63079
4800,Petit-Rechain,Verviers,01/01/1900,31/12/9999,63079
4800,Verviers,Verviers,01/01/1900,31/12/9999,63079
4801,Stembert,Verviers,01/01/1900,31/12/9999,63079
4802,Heusy,Verviers,01/01/1900,31/12/9999,63079
4820,Dison,Dison,01/01/1900,31/12/9999,63020
4821,Andrimont,Dison,01/01/1900,31/12/9999,63020
4830,Limburg,Limburg,01/01/1900,31/12/9999,63046
4831,Bilstain,Limburg,01/01/1900,31/12/9999,63046
4834,Goé,Limburg,01/01/1900,31/12/9999,63046
4837,Baelen (Lg.),Baelen (Lg.),01/01/1900,31/12/9999,63004
4837,Membach,Baelen (Lg.),01/01/1900,31/12/9999,63004
4840,Welkenraedt,Welkenraedt,01/01/1900,31/12/9999,63084
4841,Henri-Chapelle,Welkenraedt,01/01/1900,31/12/9999,63084
4845,Jalhay,Jalhay,01/01/1900,31/12/9999,63038
4845,Sart-lez-Spa,Jalhay,01/01/1900,31/12/9999,63038
4850,Montzen,Plombières,01/01/1900,31/12/9999,63088
4850,Moresnet,Plombières,01/01/1900,31/12/9999,63088
4850,Plombières,Plombières,01/01/1900,31/12/9999,63088
4851,Gemmenich,Plombières,01/01/1900,31/12/9999,63088
4851,Sippenaeken,Plombières,01/01/1900,31/12/9999,63088
4852,Hombourg,Plombières,01/01/1900,31/12/9999,63088
4860,Cornesse,Pepinster,01/01/1900,31/12/9999,63058
4860,Pepinster,Pepinster,01/01/1900,31/12/9999,63058
4860,Wegnez,Pepinster,01/01/1900,31/12/9999,63058
4861,Soiron,Pepinster,01/01/1900,31/12/9999,63058
4870,Forêt,Trooz,01/01/1900,31/12/9999,62122
4870,Fraipont,Trooz,01/01/1900,31/12/9999,62122
4870,Nessonvaux,Trooz,01/01/1900,31/12/9999,62122
4870,Trooz,Trooz,01/01/1900,31/12/9999,62122
4877,Olne,Olne,01/01/1900,31/12/9999,63057
4880,Aubel,Aubel,01/01/1900,31/12/9999,63003
4890,Clermont (Lg.),Thimister-Clermont,01/01/1900,31/12/9999,63089
4890,Thimister-Clermont,Thimister-Clermont,01/01/1900,31/12/9999,63089
4890,Thimister,Thimister-Clermont,01/01/1900,31/12/9999,63089
4900,Spa,Spa,01/01/1900,31/12/9999,63072
4910,La Reid,Theux,01/01/1900,31/12/9999,63076
4910,Polleur,Theux,01/01/1900,31/12/9999,63076
4910,Theux,Theux,01/01/1900,31/12/9999,63076
4920,Aywaille,Aywaille,01/01/1900,31/12/9999,62009
4920,Ernonheid,Aywaille,01/01/1900,31/12/9999,62009
4920,Harzé,Aywaille,01/01/1900,31/12/9999,62009
4920,Sougné-Remouchamps,Aywaille,01/01/1900,31/12/9999,62009
4950,Faymonville,Weimes,01/01/1900,31/12/9999,63080
4950,Robertville,Weimes,01/01/1900,31/12/9999,63080
4950,Sourbrodt,Weimes,01/01/1900,31/12/9999,63080
4950,Weimes,Weimes,01/01/1900,31/12/9999,63080
4960,Bellevaux-Ligneuville,Malmedy,01/01/1900,31/12/9999,63049
4960,Bevercé,Malmedy,01/01/1900,31/12/9999,63049
4960,Malmedy,Malmedy,01/01/1900,31/12/9999,63049
4970,Francorchamps,Stavelot,01/01/1900,31/12/9999,63073
4970,Stavelot,Stavelot,01/01/1900,31/12/9999,63073
4980,Fosse (Lg.),Trois-Ponts,01/01/1900,31/12/9999,63086
4980,Trois-Ponts,Trois-Ponts,01/01/1900,31/12/9999,63086
4980,Wanne,Trois-Ponts,01/01/1900,31/12/9999,63086
4983,Basse-Bodeux,Trois-Ponts,01/01/1900,31/12/9999,63086
4987,Chevron,Stoumont,01/01/1900,31/12/9999,63075
4987,La Gleize,Stoumont,01/01/1900,31/12/9999,63075
4987,Lorcé,Stoumont,01/01/1900,31/12/9999,63075
4987,Rahier,Stoumont,01/01/1900,31/12/9999,63075
4987,Stoumont,Stoumont,01/01/1900,31/12/9999,63075
4990,Arbrefontaine,Lierneux,01/01/1900,31/12/9999,63045
4990,Bra,Lierneux,01/01/1900,31/12/9999,63045
4990,Lierneux,Lierneux,01/01/1900,31/12/9999,63045
5000,Beez,Namen,01/01/1900,31/12/9999,92094
5000,Namen,Namen,01/01/1900,31/12/9999,92094
5001,Belgrade,Namen,01/01/1900,31/12/9999,92094
5002,Saint-Servais,Namen,01/01/1900,31/12/9999,92094
5003,Saint-Marc,Namen,01/01/1900,31/12/9999,92094
5004,Bouge,Namen,01/01/1900,31/12/9999,92094
5020,Champion,Namen,01/01/1900,31/12/9999,92094
5020,Daussoulx,Namen,01/01/1900,31/12/9999,92094
5020,Flawinne,Namen,01/01/1900,31/12/9999,92094
5020,Malonne,Namen,01/01/1900,31/12/9999,92094
5020,Suarlée,Namen,01/01/1900,31/12/9999,92094
5020,Temploux,Namen,01/01/1900,31/12/9999,92094
5020,Vedrin,Namen,01/01/1900,31/12/9999,92094
5021,Boninne,Namen,01/01/1900,31/12/9999,92094
5022,Cognelée,Namen,01/01/1900,31/12/9999,92094
5024,Gelbressée,Namen,01/01/1900,31/12/9999,92094
5024,Marche-les-Dames,Namen,01/01/1900,31/12/9999,92094
5030,Beuzet,Gembloux,01/01/1900,31/12/9999,92142
5030,Ernage,Gembloux,01/01/1900,31/12/9999,92142
5030,Gembloux,Gembloux,01/01/1900,31/12/9999,92142
5030,Grand-Manil,Gembloux,01/01/1900,31/12/9999,92142
5030,Lonzée,Gembloux,01/01/1900,31/12/9999,92142
5030,Sauvenière,Gembloux,01/01/1900,31/12/9999,92142
5031,Grand-Leez,Gembloux,01/01/1900,31/12/9999,92142
5032,Bossière,Gembloux,01/01/1900,31/12/9999,92142
5032,Bothey,Gembloux,01/01/1900,31/12/9999,92142
5032,Corroy-le-Château,Gembloux,01/01/1900,31/12/9999,92142
5032,Isnes,Gembloux,01/01/1900,31/12/9999,92142
5032,Mazy,Gembloux,01/01/1900,31/12/9999,92142
5060,Arsimont,Sambreville,01/01/1900,31/12/9999,92137
5060,Auvelais,Sambreville,01/01/1900,31/12/9999,92137
5060,Falisolle,Sambreville,01/01/1900,31/12/9999,92137
5060,Keumiée,Sambreville,01/01/1900,31/12/9999,92137
5060,Moignelée,Sambreville,01/01/1900,31/12/9999,92137
5060,Sambreville,Sambreville,01/01/1900,31/12/9999,92137
5060,Tamines,Sambreville,01/01/1900,31/12/9999,92137
5060,Velaine-sur-Sambre,Sambreville,01/01/1900,31/12/9999,92137
5070,Aisemont,Fosses-la-Ville,01/01/1900,31/12/9999,92048
5070,Fosses-la-Ville,Fosses-la-Ville,01/01/1900,31/12/9999,92048
5070,Le Roux,Fosses-la-Ville,01/01/1900,31/12/9999,92048
5070,Sart-Eustache,Fosses-la-Ville,01/01/1900,31/12/9999,92048
5070,Sart-Saint-Laurent,Fosses-la-Ville,01/01/1900,31/12/9999,92048
5070,Vitrival,Fosses-la-Ville,01/01/1900,31/12/9999,92048
5080,Emines,La Bruyère,01/01/1900,31/12/9999,92141
